id,external_id,amount,currency,status,failure_reason,payment_method,retry_count,checkout_duration,abandoned,lifetime_value,total_transactions,successful_payments,failed_payments,abandoned_checkouts,preferred_method,customer_segment,failure_history_ratio,success_history_ratio,abandonment_history_ratio,high_value_customer,high_amount,retry_pressure,simulated_recovery_probability,recovered,baseline_recovered,ai_strategy,strategy_multiplier,ai_recovery_probability,ai_recovered,baseline_recovered_amount,ai_recovered_amount,baseline_expected_recovery,ai_expected_recovery
cmtnz6m7w055e3c6v8s2ltbde,TXN-00005674,2499.0,INR,FAILED,BANK_DECLINE,UPI,2,450,False,10341.0,5,3,2,4,CARD,REGULAR,0.3333333333333333,0.5,0.6666666666666666,0,0,1,0.3183333333333333,0,0,RETRY_PAYMENT,0.9,0.2865,0,0.0,0.0,572.7707999999999,715.9635
cmtnz6mxd055k3c6via3r404n,TXN-00005680,14999.0,INR,ABANDONED,AUTHENTICATION_FAILED,NETBANKING,0,62,True,2908.0,7,4,3,0,UPI,NEW,0.375,0.5,0.0,0,1,0,0.36874999999999997,0,1,PAYMENT_LINK,1.12,0.413,0,14999.0,0.0,3982.2344999999996,6194.5869999999995
cmtnz6na0055n3c6vp7h2b1sf,TXN-00005683,9999.0,INR,FAILED,BANK_DECLINE,CARD,1,208,False,19188.0,16,9,7,5,UPI,NEW,0.4117647058823529,0.5294117647058824,0.29411764705882354,0,1,0,0.35117647058823526,0,1,RETRY_PAYMENT,0.9,0.3160588235294117,0,9999.0,0.0,2528.21774117647,3160.272176470588
cmtnz6nii055p3c6vrnaa5nk0,TXN-00005685,999.0,INR,FAILED,BANK_DECLINE,UPI,1,143,False,25600.0,27,10,17,4,WALLET,AT_RISK,0.6071428571428571,0.35714285714285715,0.14285714285714285,0,0,0,0.3339285714285714,1,0,RETRY_PAYMENT,0.9,0.3005357142857143,0,0.0,0.0,240.18814285714285,300.2351785714286
cmtnz6nqo055r3c6v9cazjczy,TXN-00005687,799.0,INR,ABANDONED,CARD_EXPIRED,UPI,3,167,True,41208.0,27,24,3,3,NETBANKING,HIGH_VALUE,0.10714285714285714,0.8571428571428571,0.10714285714285714,0,0,1,0.38750000000000007,1,0,SEND_EMAIL,0.82,0.31775000000000003,0,0.0,0.0,222.92100000000002,253.88225000000003
cmtnz6nvs055s3c6vwv5vtef6,TXN-00005688,999.0,INR,FAILED,TIMEOUT,NETBANKING,0,359,False,11740.0,13,5,8,2,WALLET,AT_RISK,0.5714285714285714,0.35714285714285715,0.14285714285714285,0,0,0,0.4592857142857143,1,0,RETRY_PAYMENT,0.9,0.41335714285714287,0,0.0,0.0,330.3550285714286,412.94378571428575
cmtnz6o3w055u3c6vm08qavo1,TXN-00005690,799.0,INR,FAILED,AUTHENTICATION_FAILED,UPI,1,492,False,12284.0,11,4,7,5,NETBANKING,AT_RISK,0.5833333333333334,0.3333333333333333,0.4166666666666667,0,0,0,0.20416666666666658,0,1,PAYMENT_LINK,1.12,0.2286666666666666,1,799.0,799.0,117.45299999999995,182.7046666666666
cmtnz6puq05683c6vxx3jirwf,TXN-00005704,2499.0,INR,ABANDONED,USER_ABANDONED,NETBANKING,2,451,True,15088.0,6,4,2,5,NETBANKING,REGULAR,0.2857142857142857,0.5714285714285714,0.7142857142857143,0,0,1,0.44857142857142845,0,0,SEND_WHATSAPP,1.05,0.4709999999999999,1,0.0,2499.0,807.1055999999998,1177.0289999999998
cmtnz6qxc056h3c6vx9l6mzye,TXN-00005713,999.0,INR,ABANDONED,USER_ABANDONED,WALLET,2,468,True,36432.0,18,16,2,2,NETBANKING,HIGH_VALUE,0.10526315789473684,0.8421052631578947,0.10526315789473684,0,0,1,0.5442105263157894,1,0,SEND_WHATSAPP,1.05,0.5714210526315788,1,0.0,999.0,391.43974736842097,570.8496315789472
cmtnz6r1d056i3c6vcqj365x7,TXN-00005714,3499.0,INR,FAILED,AUTHENTICATION_FAILED,CARD,2,93,False,4120.0,8,4,4,2,WALLET,NEW,0.4444444444444444,0.4444444444444444,0.2222222222222222,0,0,1,0.2322222222222222,0,0,PAYMENT_LINK,1.12,0.26008888888888887,0,0.0,0.0,585.0327999999998,910.0510222222222
cmtnz6rws056n3c6vsys30tjp,TXN-00005719,3499.0,INR,FAILED,CARD_EXPIRED,CARD,1,542,False,36594.0,20,18,2,3,UPI,HIGH_VALUE,0.09523809523809523,0.8571428571428571,0.14285714285714285,0,0,0,0.4157142857142858,0,1,SEND_EMAIL,0.82,0.34088571428571435,0,3499.0,0.0,1047.300685714286,1192.7591142857145
cmtnz6sdf056r3c6vyvi1dbep,TXN-00005723,1499.0,INR,ABANDONED,USER_ABANDONED,NETBANKING,1,427,True,36576.0,24,9,15,0,WALLET,AT_RISK,0.6,0.36,0.0,0,0,0,0.39999999999999997,0,0,SEND_WHATSAPP,1.05,0.42,0,0.0,0.0,431.712,629.5799999999999
cmtnz6sht056s3c6v3g4a3skp,TXN-00005724,499.0,INR,FAILED,BANK_DECLINE,CARD,3,575,False,4725.0,18,7,11,1,CARD,AT_RISK,0.5789473684210527,0.3684210526315789,0.05263157894736842,0,0,1,0.32999999999999996,0,0,RETRY_PAYMENT,0.9,0.297,0,0.0,0.0,118.56239999999997,148.203
cmtnz6tzj05743c6vgo5gomq9,TXN-00005736,1499.0,INR,FAILED,NETWORK_ERROR,WALLET,0,335,False,9996.0,20,14,6,4,NETBANKING,REGULAR,0.2857142857142857,0.6666666666666666,0.19047619047619047,0,0,0,0.5647619047619047,0,1,RETRY_PAYMENT,0.9,0.5082857142857142,1,1499.0,1499.0,609.5362285714284,761.9202857142857
cmtnz6ucj05773c6vrtrz6vzo,TXN-00005739,24999.0,INR,ABANDONED,CARD_EXPIRED,CARD,2,210,True,5256.0,23,9,14,3,NETBANKING,AT_RISK,0.5833333333333334,0.375,0.125,0,1,1,0.19374999999999992,0,0,STOP,0.0,0.0,0,0.0,0.0,3487.3604999999984,0.0
cmtnz6ul705793c6vo8w81mw8,TXN-00005741,999.0,INR,FAILED,BANK_DECLINE,NETBANKING,1,499,False,13640.0,17,11,6,5,CARD,REGULAR,0.3333333333333333,0.6111111111111112,0.2777777777777778,0,0,0,0.425,1,0,RETRY_PAYMENT,0.9,0.3825,1,0.0,999.0,305.694,382.1175
cmtnz6upp057a3c6v6j1f9bxl,TXN-00005742,3499.0,INR,FAILED,CARD_EXPIRED,NETBANKING,2,258,False,18832.0,21,8,13,3,CARD,AT_RISK,0.5909090909090909,0.36363636363636365,0.13636363636363635,0,0,1,0.17863636363636365,0,0,STOP,0.0,0.0,0,0.0,0.0,450.0350181818182,0.0
cmtnz6vc6057f3c6vi4xnw1wc,TXN-00005747,799.0,INR,ABANDONED,USER_ABANDONED,CARD,1,502,True,24928.0,9,8,1,5,NETBANKING,HIGH_VALUE,0.1,0.8,0.5,0,0,0,0.535,0,0,SEND_WHATSAPP,1.05,0.5617500000000001,0,0.0,0.0,307.77479999999997,448.8382500000001
cmtnz6vpd057i3c6vgbcjpo2g,TXN-00005750,1999.0,INR,FAILED,INSUFFICIENT_FUNDS,NETBANKING,1,454,False,6686.0,5,2,3,3,CARD,AT_RISK,0.5,0.3333333333333333,0.5,0,0,0,0.22833333333333328,0,1,PAYMENT_LINK,1.12,0.2557333333333333,0,1999.0,0.0,328.63559999999995,511.2109333333333
cmtnz6w9s057n3c6vfhpdgsvk,TXN-00005755,14999.0,INR,FAILED,CARD_EXPIRED,UPI,0,405,False,15490.0,9,5,4,4,UPI,NEW,0.4,0.5,0.4,0,1,0,0.315,0,0,SEND_EMAIL,0.82,0.2583,0,0.0,0.0,3401.7732,3874.2416999999996
cmtnz6wqw057r3c6v4cqw2mcl,TXN-00005759,2499.0,INR,FAILED,CARD_EXPIRED,CARD,3,321,False,32931.0,16,9,7,1,UPI,NEW,0.4117647058823529,0.5294117647058824,0.058823529411764705,0,0,1,0.21470588235294114,0,0,SEND_EMAIL,0.82,0.1760588235294117,1,0.0,2499.0,386.3159999999999,439.9709999999999
cmtnz6wv1057s3c6velkzvb9x,TXN-00005760,2499.0,INR,FAILED,AUTHENTICATION_FAILED,NETBANKING,2,436,False,59736.0,27,24,3,2,NETBANKING,HIGH_VALUE,0.10714285714285714,0.8571428571428571,0.07142857142857142,1,0,1,0.5410714285714288,1,0,PAYMENT_LINK,1.12,0.6060000000000003,1,0.0,2499.0,973.5390000000002,1514.3940000000007
cmtnz6xfq057x3c6va7fbqbpg,TXN-00005765,299.0,INR,ABANDONED,NETWORK_ERROR,NETBANKING,1,544,True,19188.0,16,9,7,5,UPI,NEW,0.4117647058823529,0.5294117647058824,0.29411764705882354,0,0,0,0.5111764705882352,1,0,RETRY_PAYMENT,0.9,0.46005882352941174,1,0.0,299.0,110.04607058823527,137.5575882352941
cmtnz6y8q05843c6vbnrn8ppf,TXN-00005772,14999.0,INR,ABANDONED,TIMEOUT,UPI,2,406,True,39474.0,23,9,14,2,WALLET,AT_RISK,0.5833333333333334,0.375,0.08333333333333333,0,1,1,0.3979166666666666,1,0,RETRY_PAYMENT,0.9,0.3581249999999999,1,0.0,14999.0,4297.213499999999,5371.516874999998
cmtnz6ypf05883c6v97wk8183,TXN-00005776,299.0,INR,FAILED,USER_ABANDONED,NETBANKING,0,362,False,12551.0,10,7,3,3,NETBANKING,REGULAR,0.2727272727272727,0.6363636363636364,0.2727272727272727,0,0,0,0.5409090909090908,1,1,RETRY_PAYMENT,0.9,0.4868181818181817,1,299.0,299.0,116.44690909090906,145.55863636363634
cmtnz6z6k058c3c6v4e4c4hja,TXN-00005780,1499.0,INR,ABANDONED,AUTHENTICATION_FAILED,NETBANKING,3,400,True,29385.0,15,9,6,5,UPI,NEW,0.375,0.5625,0.3125,0,0,1,0.27312499999999995,0,1,PAYMENT_LINK,1.12,0.30589999999999995,1,1499.0,1499.0,294.77834999999993,458.5440999999999
cmtnz6zaw058d3c6vdx7yrb7k,TXN-00005781,999.0,INR,FAILED,CARD_EXPIRED,WALLET,3,410,False,11172.0,8,7,1,3,CARD,HIGH_VALUE,0.1111111111111111,0.7777777777777778,0.3333333333333333,0,0,1,0.29444444444444434,0,0,SEND_EMAIL,0.82,0.24144444444444435,0,0.0,0.0,211.7879999999999,241.20299999999992
cmtnz6zfa058e3c6vsyeptmj9,TXN-00005782,299.0,INR,ABANDONED,TIMEOUT,WALLET,3,99,True,47838.0,30,21,9,4,NETBANKING,REGULAR,0.2903225806451613,0.6774193548387096,0.12903225806451613,0,0,1,0.5129032258064515,1,0,RETRY_PAYMENT,0.9,0.4616129032258064,1,0.0,299.0,110.41780645161288,138.0222580645161
cmtnz70eb058m3c6vd91fn5uz,TXN-00005790,7999.0,INR,FAILED,USER_ABANDONED,WALLET,0,374,False,8590.0,4,2,2,3,UPI,REGULAR,0.4,0.4,0.6,0,1,0,0.32999999999999996,0,1,RETRY_PAYMENT,0.9,0.297,0,7999.0,0.0,1900.5623999999996,2375.703
cmtnz70mi058o3c6vscyxdm22,TXN-00005792,1999.0,INR,FAILED,BANK_DECLINE,CARD,1,111,False,7872.0,9,8,1,3,WALLET,HIGH_VALUE,0.1,0.8,0.3,0,0,0,0.505,0,0,RETRY_PAYMENT,0.9,0.4545,1,0.0,1999.0,726.8363999999999,908.5455000000001
cmtnz70qq058p3c6vpd0gmy2p,TXN-00005793,14999.0,INR,ABANDONED,INSUFFICIENT_FUNDS,UPI,1,532,True,7476.0,4,3,1,5,UPI,HIGH_VALUE,0.2,0.6,1.0,0,1,0,0.36,1,1,PAYMENT_LINK,1.12,0.4032,1,14999.0,14999.0,3887.7407999999996,6047.5968
cmtnz71x9058z3c6vs0417arh,TXN-00005803,499.0,INR,FAILED,USER_ABANDONED,CARD,3,190,False,11700.0,7,6,1,0,NETBANKING,HIGH_VALUE,0.125,0.75,0.0,0,0,1,0.4387499999999999,0,0,RETRY_PAYMENT,0.9,0.3948749999999999,1,0.0,499.0,157.63409999999996,197.04262499999996
cmtnz72n105953c6v5m6iebgu,TXN-00005809,2499.0,INR,ABANDONED,TIMEOUT,NETBANKING,1,198,True,125658.0,29,26,3,3,NETBANKING,HIGH_VALUE,0.1,0.8666666666666667,0.1,1,0,0,0.8116666666666666,1,1,RETRY_PAYMENT,0.9,0.7305,1,2499.0,2499.0,1460.4155999999998,1825.5195
cmtnz72zm05983c6vl8j1bwjv,TXN-00005812,24999.0,INR,FAILED,USER_ABANDONED,UPI,1,158,False,103248.0,30,27,3,1,WALLET,HIGH_VALUE,0.0967741935483871,0.8709677419354839,0.03225806451612903,1,1,0,0.59,0,1,RETRY_PAYMENT,0.9,0.531,1,24999.0,24999.0,10619.5752,13274.469000000001
cmtnz733w05993c6v3rne6tso,TXN-00005813,799.0,INR,FAILED,USER_ABANDONED,WALLET,1,367,False,68652.0,27,18,9,4,WALLET,REGULAR,0.32142857142857145,0.6428571428571429,0.14285714285714285,1,0,0,0.5882142857142858,1,0,RETRY_PAYMENT,0.9,0.5293928571428572,0,0.0,0.0,338.3879142857143,422.98489285714294
cmtnz73c7059b3c6v2jbvshjd,TXN-00005815,2499.0,INR,FAILED,NETWORK_ERROR,UPI,1,449,False,39050.0,26,10,16,3,WALLET,AT_RISK,0.5925925925925926,0.37037037037037035,0.1111111111111111,0,0,0,0.4125925925925925,1,1,RETRY_PAYMENT,0.9,0.3713333333333333,0,2499.0,0.0,742.3695999999998,927.9619999999999
cmtnz73l4059d3c6vzulzp0rj,TXN-00005817,1999.0,INR,FAILED,AUTHENTICATION_FAILED,CARD,0,498,False,49896.0,16,11,5,0,NETBANKING,REGULAR,0.29411764705882354,0.6470588235294118,0.0,0,0,0,0.40764705882352936,0,1,PAYMENT_LINK,1.12,0.45656470588235293,1,1999.0,1999.0,586.7182588235293,912.6728470588235
cmtnz73q5059e3c6vkyafir1i,TXN-00005818,1999.0,INR,FAILED,CARD_EXPIRED,UPI,3,83,False,16256.0,27,16,11,4,WALLET,NEW,0.39285714285714285,0.5714285714285714,0.14285714285714285,0,0,1,0.21964285714285708,0,0,SEND_EMAIL,0.82,0.1801071428571428,0,0.0,0.0,316.1275714285713,360.03417857142847
cmtnz7435059h3c6vmo8ic6y4,TXN-00005821,499.0,INR,FAILED,NETWORK_ERROR,NETBANKING,2,25,False,58123.0,23,13,10,1,NETBANKING,NEW,0.4166666666666667,0.5416666666666666,0.041666666666666664,1,0,1,0.54875,1,0,RETRY_PAYMENT,0.9,0.49387499999999995,1,0.0,499.0,197.15489999999997,246.44362499999997
cmtnz74hw059k3c6vy4tuw9v7,TXN-00005824,24999.0,INR,ABANDONED,AUTHENTICATION_FAILED,UPI,1,377,True,13968.0,11,9,2,2,WALLET,HIGH_VALUE,0.16666666666666666,0.75,0.16666666666666666,0,1,0,0.4058333333333333,0,0,PAYMENT_LINK,1.12,0.45453333333333334,0,0.0,0.0,7304.707799999999,11362.8788
cmtnz74zn059o3c6vg3xc0zsx,TXN-00005828,1999.0,INR,ABANDONED,AUTHENTICATION_FAILED,CARD,2,449,True,40062.0,19,11,8,5,WALLET,NEW,0.4,0.55,0.25,0,0,1,0.31249999999999994,1,0,PAYMENT_LINK,1.12,0.35,0,0.0,0.0,449.7749999999999,699.65
cmtnz7542059p3c6v0xgl4mdq,TXN-00005829,4999.0,INR,ABANDONED,USER_ABANDONED,UPI,2,525,True,39536.0,9,8,1,3,WALLET,HIGH_VALUE,0.1,0.8,0.3,0,0,1,0.515,0,1,SEND_WHATSAPP,1.05,0.5407500000000001,1,4999.0,4999.0,1853.6292,2703.2092500000003
cmtnz75uq059t3c6v947tdowf,TXN-00005833,799.0,INR,FAILED,BANK_DECLINE,UPI,1,390,False,42752.0,24,16,8,3,CARD,REGULAR,0.32,0.64,0.12,0,0,0,0.45,1,1,RETRY_PAYMENT,0.9,0.405,1,799.0,799.0,258.87600000000003,323.595
cmtnz7672059w3c6vzc7xhvnw,TXN-00005836,4999.0,INR,FAILED,NETWORK_ERROR,UPI,3,42,False,29870.0,12,10,2,2,CARD,HIGH_VALUE,0.15384615384615385,0.7692307692307693,0.15384615384615385,0,0,1,0.4938461538461538,0,0,RETRY_PAYMENT,0.9,0.44446153846153846,0,0.0,0.0,1777.4905846153845,2221.863230769231
cmtnz76f9059y3c6veg1d98u6,TXN-00005838,499.0,INR,ABANDONED,INSUFFICIENT_FUNDS,CARD,0,592,True,12673.0,26,23,3,0,WALLET,HIGH_VALUE,0.1111111111111111,0.8518518518518519,0.0,0,0,0,0.5562962962962963,1,0,PAYMENT_LINK,1.12,0.6230518518518519,1,0.0,499.0,199.86613333333332,310.9028740740741
cmtnz773l05a43c6v1qy0v2z3,TXN-00005844,1999.0,INR,FAILED,CARD_EXPIRED,UPI,2,276,False,91630.0,25,22,3,3,NETBANKING,HIGH_VALUE,0.11538461538461539,0.8461538461538461,0.11538461538461539,1,0,1,0.4526923076923077,1,0,SEND_EMAIL,0.82,0.3712076923076923,1,0.0,1999.0,651.5509846153847,742.0441769230769
cmtnz77bx05a63c6vlo5lqb5k,TXN-00005846,9999.0,INR,ABANDONED,NETWORK_ERROR,WALLET,2,360,True,41526.0,16,9,7,1,WALLET,NEW,0.4117647058823529,0.5294117647058824,0.058823529411764705,0,1,1,0.5147058823529411,1,1,RETRY_PAYMENT,0.9,0.463235294117647,0,9999.0,0.0,3705.511764705882,4631.889705882352
cmtnz77og05a93c6van58flmq,TXN-00005849,24999.0,INR,ABANDONED,BANK_DECLINE,NETBANKING,0,530,True,5104.0,4,2,2,5,UPI,REGULAR,0.4,0.4,1.0,0,1,0,0.3399999999999999,1,0,SEND_WHATSAPP,1.05,0.35699999999999993,0,0.0,0.0,6119.755199999999,8924.642999999998
cmtnz77sk05aa3c6vtxiacpdi,TXN-00005850,3499.0,INR,FAILED,NETWORK_ERROR,WALLET,0,270,False,4233.0,5,3,2,1,WALLET,NEW,0.3333333333333333,0.5,0.16666666666666666,0,0,0,0.5783333333333334,0,0,RETRY_PAYMENT,0.9,0.5205000000000001,0,0.0,0.0,1456.9836,1821.2295000000004
cmtnz788p05ae3c6vyj8wxeyy,TXN-00005854,799.0,INR,FAILED,INSUFFICIENT_FUNDS,NETBANKING,2,436,False,80835.0,25,17,8,5,NETBANKING,REGULAR,0.3076923076923077,0.6538461538461539,0.19230769230769232,1,0,1,0.468076923076923,0,0,PAYMENT_LINK,1.12,0.5242461538461538,1,0.0,799.0,269.27529230769227,418.8726769230769
cmtnz78sh05aj3c6vmj5u0ps0,TXN-00005859,499.0,INR,ABANDONED,CARD_EXPIRED,WALLET,3,75,True,8496.0,8,3,5,2,CARD,AT_RISK,0.5555555555555556,0.3333333333333333,0.2222222222222222,0,0,1,0.1777777777777778,0,0,STOP,0.0,0.0,0,0.0,0.0,63.872000000000014,0.0
cmtnz78wc05ak3c6vwbm19gb1,TXN-00005860,3499.0,INR,FAILED,CARD_EXPIRED,CARD,3,321,False,16569.0,10,9,1,3,WALLET,HIGH_VALUE,0.09090909090909091,0.8181818181818182,0.2727272727272727,0,0,1,0.31363636363636366,0,1,SEND_EMAIL,0.82,0.2571818181818182,0,3499.0,0.0,790.1378181818183,899.8791818181818
cmtnz7alq05ay3c6vx53mj9eu,TXN-00005874,7999.0,INR,FAILED,AUTHENTICATION_FAILED,UPI,3,355,False,5687.0,28,11,17,1,CARD,AT_RISK,0.5862068965517241,0.3793103448275862,0.034482758620689655,0,1,1,0.13344827586206895,0,0,STOP,0.0,0.0,0,0.0,0.0,768.5659862068965,0.0
cmtnz7b2f05b23c6vut3aulcb,TXN-00005878,299.0,INR,FAILED,BANK_DECLINE,UPI,3,42,False,59736.0,27,24,3,2,NETBANKING,HIGH_VALUE,0.10714285714285714,0.8571428571428571,0.07142857142857142,1,0,1,0.5410714285714286,0,0,RETRY_PAYMENT,0.9,0.4869642857142858,0,0.0,0.0,116.48185714285715,145.60232142857146
cmtnz7b6m05b33c6v1ceofsoy,TXN-00005879,499.0,INR,ABANDONED,TIMEOUT,WALLET,1,57,True,3704.0,3,2,1,0,WALLET,REGULAR,0.25,0.5,0.0,0,0,0,0.6275000000000001,1,0,RETRY_PAYMENT,0.9,0.5647500000000001,1,0.0,499.0,225.4482,281.81025000000005
cmtnz7bak05b43c6v8k8wiwkt,TXN-00005880,9999.0,INR,ABANDONED,NETWORK_ERROR,WALLET,0,98,True,18336.0,14,8,6,0,WALLET,NEW,0.4,0.5333333333333333,0.0,0,1,0,0.6033333333333333,1,0,RETRY_PAYMENT,0.9,0.5429999999999999,0,0.0,0.0,4343.5656,5429.456999999999
cmtnz7byd05ba3c6v2dk207kr,TXN-00005886,4999.0,INR,FAILED,INSUFFICIENT_FUNDS,UPI,0,79,False,53735.0,13,11,2,0,NETBANKING,HIGH_VALUE,0.14285714285714285,0.7857142857142857,0.0,1,0,0,0.565,1,1,PAYMENT_LINK,1.12,0.6328,1,4999.0,4999.0,2033.5931999999998,3163.3672
cmtnz7ceq05be3c6vw95s9efu,TXN-00005890,499.0,INR,FAILED,USER_ABANDONED,WALLET,2,483,False,12573.0,4,3,1,0,CARD,HIGH_VALUE,0.2,0.6,0.0,0,0,1,0.42999999999999994,0,0,RETRY_PAYMENT,0.9,0.38699999999999996,0,0.0,0.0,154.49039999999997,193.11299999999997
cmtnz7cir05bf3c6vqkt57xlu,TXN-00005891,2499.0,INR,ABANDONED,CARD_EXPIRED,WALLET,3,345,True,15088.0,7,4,3,3,CARD,REGULAR,0.375,0.5,0.375,0,0,1,0.23124999999999996,1,0,SEND_EMAIL,0.82,0.18962499999999996,0,0.0,0.0,416.0834999999999,473.8728749999999
cmtnz7cqy05bh3c6vefctsvl7,TXN-00005893,24999.0,INR,FAILED,AUTHENTICATION_FAILED,WALLET,3,93,False,26292.0,18,7,11,2,UPI,AT_RISK,0.5789473684210527,0.3684210526315789,0.10526315789473684,0,1,1,0.12473684210526317,0,0,STOP,0.0,0.0,0,0.0,0.0,2245.173347368421,0.0
cmtnz7czc05bj3c6vwc99plfl,TXN-00005895,24999.0,INR,FAILED,INSUFFICIENT_FUNDS,UPI,0,410,False,13071.0,9,3,6,0,NETBANKING,AT_RISK,0.6,0.3,0.0,0,1,0,0.25499999999999995,0,0,PAYMENT_LINK,1.12,0.28559999999999997,0,0.0,0.0,4589.816399999999,7139.714399999999
cmtnz7daz05bm3c6vycr874jf,TXN-00005898,4999.0,INR,ABANDONED,BANK_DECLINE,CARD,0,84,True,9984.0,7,6,1,1,CARD,HIGH_VALUE,0.125,0.75,0.125,0,0,0,0.65625,0,0,SEND_WHATSAPP,1.05,0.6890625,0,0.0,0.0,2362.0274999999997,3444.6234375
cmtnz7dey05bn3c6vx54svj78,TXN-00005899,9999.0,INR,ABANDONED,INSUFFICIENT_FUNDS,NETBANKING,2,564,True,8200.0,7,4,3,2,WALLET,REGULAR,0.375,0.5,0.25,0,1,1,0.2837499999999999,1,0,PAYMENT_LINK,1.12,0.3177999999999999,0,0.0,0.0,2042.7956999999992,3177.6821999999993
cmtnz7drv05bq3c6v8kvivur1,TXN-00005902,1499.0,INR,FAILED,CARD_EXPIRED,CARD,1,181,False,15246.0,19,11,8,4,WALLET,NEW,0.4,0.55,0.2,0,0,0,0.2875,0,1,SEND_EMAIL,0.82,0.23574999999999996,0,1499.0,0.0,310.293,353.38924999999995
cmtnz7ec105bv3c6vn20zdybc,TXN-00005907,2499.0,INR,FAILED,CARD_EXPIRED,UPI,1,426,False,32931.0,16,9,7,1,UPI,NEW,0.4117647058823529,0.5294117647058824,0.058823529411764705,0,0,0,0.35470588235294115,0,0,SEND_EMAIL,0.82,0.2908588235294117,0,0.0,0.0,638.2152,726.8562
cmtnz7ek705bx3c6v2vz5ba2y,TXN-00005909,2499.0,INR,FAILED,USER_ABANDONED,CARD,1,303,False,16530.0,26,10,16,3,NETBANKING,AT_RISK,0.5925925925925926,0.37037037037037035,0.1111111111111111,0,0,0,0.3425925925925925,0,0,RETRY_PAYMENT,0.9,0.30833333333333324,0,0.0,0.0,616.4199999999998,770.5249999999997
cmtnz7esk05bz3c6vid1nl68p,TXN-00005911,7999.0,INR,ABANDONED,INSUFFICIENT_FUNDS,UPI,2,190,True,11430.0,15,10,5,5,WALLET,REGULAR,0.3125,0.625,0.3125,0,1,1,0.31812499999999994,1,1,PAYMENT_LINK,1.12,0.35629999999999995,1,7999.0,7999.0,1832.1709499999995,2850.0436999999997
cmtnz7ewh05c03c6va6lbhevb,TXN-00005912,7999.0,INR,FAILED,BANK_DECLINE,WALLET,3,38,False,50224.0,23,16,7,4,UPI,REGULAR,0.2916666666666667,0.6666666666666666,0.16666666666666666,1,1,1,0.41624999999999995,0,0,RETRY_PAYMENT,0.9,0.374625,0,0.0,0.0,2397.3003,2996.625375
cmtnz7f0v05c13c6vduljhdot,TXN-00005913,999.0,INR,FAILED,INSUFFICIENT_FUNDS,NETBANKING,2,589,False,22170.0,22,15,7,1,CARD,REGULAR,0.30434782608695654,0.6521739130434783,0.043478260869565216,0,0,1,0.34304347826086945,0,0,PAYMENT_LINK,1.12,0.3842086956521738,0,0.0,0.0,246.74431304347817,383.82448695652164
cmtnz7f4u05c23c6vff7sy51u,TXN-00005914,3499.0,INR,FAILED,BANK_DECLINE,NETBANKING,1,561,False,13524.0,9,6,3,1,CARD,REGULAR,0.3,0.6,0.1,0,0,0,0.445,0,1,RETRY_PAYMENT,0.9,0.4005,1,3499.0,3499.0,1121.0796,1401.3495
cmtnz7ftv05c83c6vyb56plvn,TXN-00005920,4999.0,INR,FAILED,NETWORK_ERROR,WALLET,3,56,False,71968.0,23,16,7,2,WALLET,REGULAR,0.2916666666666667,0.6666666666666666,0.08333333333333333,1,0,1,0.5945833333333332,0,0,RETRY_PAYMENT,0.9,0.535125,1,0.0,4999.0,2140.0718999999995,2675.0898749999997
cmtnz7fy105c93c6vh6b5cbqb,TXN-00005921,1499.0,INR,FAILED,NETWORK_ERROR,WALLET,1,359,False,12012.0,20,12,8,3,CARD,NEW,0.38095238095238093,0.5714285714285714,0.14285714285714285,0,0,0,0.49142857142857144,0,0,RETRY_PAYMENT,0.9,0.4422857142857143,1,0.0,1499.0,530.3890285714286,662.9862857142857
cmtnz7g2705ca3c6vnhmjb3he,TXN-00005922,1499.0,INR,ABANDONED,USER_ABANDONED,NETBANKING,0,61,True,14100.0,12,10,2,5,UPI,HIGH_VALUE,0.15384615384615385,0.7692307692307693,0.38461538461538464,0,0,0,0.5707692307692308,0,0,SEND_WHATSAPP,1.05,0.5993076923076923,1,0.0,1499.0,616.0198153846154,898.3622307692308
cmtnz7gfr05cd3c6v1dw4dqjo,TXN-00005925,1999.0,INR,ABANDONED,BANK_DECLINE,CARD,1,378,True,24312.0,12,8,4,0,WALLET,REGULAR,0.3076923076923077,0.6153846153846154,0.0,0,0,0,0.5076923076923077,1,0,SEND_WHATSAPP,1.05,0.5330769230769231,1,0.0,1999.0,730.7113846153845,1065.6207692307694
cmtnz7gjx05ce3c6vdu9nud0f,TXN-00005926,4999.0,INR,FAILED,INSUFFICIENT_FUNDS,NETBANKING,2,274,False,6710.0,7,2,5,5,NETBANKING,AT_RISK,0.625,0.25,0.625,0,0,1,0.19624999999999998,0,0,STOP,0.0,0.0,0,0.0,0.0,706.3586999999999,0.0
cmtnz7gw805ch3c6vhnu14jvv,TXN-00005929,7999.0,INR,FAILED,INSUFFICIENT_FUNDS,WALLET,1,57,False,34380.0,27,18,9,4,NETBANKING,REGULAR,0.32142857142857145,0.6428571428571429,0.14285714285714285,0,1,0,0.3282142857142857,0,0,PAYMENT_LINK,1.12,0.3676,0,0.0,0.0,1890.2779714285712,2940.4323999999997
